Accession Number,Is Public Domain,Object ID,Department,Accession Year,Object Name,Title,Culture,Period,Constituent ID,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Artist Gender,Artist ULAN URL,Artist Wikidata URL,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,County,Country,Region,Classification,Link Resource,Object Wikidata URL,Metadata Date,Repository,Tags,Tags AAT URL,Tags Wikidata URL,,,,,,,,,,,,,,,,
38.165.41,TRUE,2844,The American Wing,1938,Cup,Cup,Chinese,,,,,,,,,,,,,,,1785–1805,1785,1805,Porcelain,H. 2 1/2 in. (6.4 cm); Diam. 2 1/4 in. (5.7 cm),"Harris Brisbane Dick Fund, 1938",Made in,,,China,,,http://www.metmuseum.org/art/collection/search/2844,https://www.wikidata.org/wiki/Q116370892,,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,
38.165.42,TRUE,2845,The American Wing,1938,Cup,Cup,Chinese,,,,,,,,,,,,,,,1785–1805,1785,1805,Porcelain,H. 2 1/2 in. (6.4 cm); Diam. 2 1/4 in. (5.7 cm),"Harris Brisbane Dick Fund, 1938",Made in,,,China,,,http://www.metmuseum.org/art/collection/search/2845,,,"Metropolitan Museum of Art, New York, NY",Coat of Arms,http://vocab.getty.edu/page/aat/300126352,https://www.wikidata.org/wiki/Q14659,,,,,,,,,,,,,,,,
"60.111.200, .211",TRUE,3106,The American Wing,1960,Demitasse cup and saucer,Demitasse Cup and Saucer,"Chinese, for American market",,,,,,,,,,,,,,,ca. 1860–66,1860,1866,Porcelain,"Cup: H. 2 in. (5.1 cm)
Saucer: Diam. 4 1/4 in. (10.8 cm)","Gift of Elizabeth Hazard and Marion H. McVitty, in memory of their mother, Mrs. Lauriston H. Hazard, 1960",Made in,,,China,,,http://www.metmuseum.org/art/collection/search/3106,https://www.wikidata.org/wiki/Q116370704,,"Metropolitan Museum of Art, New York, NY",Birds|Flowers,http://vocab.getty.edu/page/aat/300266506|http://vocab.getty.edu/page/aat/300132399,https://www.wikidata.org/wiki/Q5113|https://www.wikidata.org/wiki/Q506,,,,,,,,,,,,,,,,
"60.111.203, .214",TRUE,3109,The American Wing,1960,Demitasse cup and saucer,Demitasse Cup and Saucer,"Chinese, for American market",,,,,,,,,,,,,,,ca. 1860–66,1860,1866,Porcelain,"Cup: H. 2 in. (5.1 cm)
Saucer: Diam. 4 1/4 in. (10.8 cm)","Gift of Elizabeth Hazard and Marion H. McVitty, in memory of their mother, Mrs. Lauriston H. Hazard, 1960",Made in,,,China,,,http://www.metmuseum.org/art/collection/search/3109,https://www.wikidata.org/wiki/Q116370688,,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,
"60.111.204, .215",TRUE,3110,The American Wing,1960,Demitasse cup and saucer,Demitasse Cup and Saucer,"Chinese, for American market",,,,,,,,,,,,,,,ca. 1860–66,1860,1866,Porcelain,"Cup: H. 2 in. (5.1 cm)
Saucer: Diam. 4 1/4 in. (10.8 cm)","Gift of Elizabeth Hazard and Marion H. McVitty, in memory of their mother, Mrs. Lauriston H. Hazard, 1960",Made in,,,China,,,http://www.metmuseum.org/art/collection/search/3110,https://www.wikidata.org/wiki/Q116370687,,"Metropolitan Museum of Art, New York, NY",Flowers,http://vocab.getty.edu/page/aat/300132399,https://www.wikidata.org/wiki/Q506,,,,,,,,,,,,,,,,
1971.94,TRUE,3188,The American Wing,1971,Dinner plate,Dinner Plate,"Chinese, for American market",,,,,,,,,,,,,,,ca. 1796–1810,1793,1810,Porcelain,Diam. 8 7/8 in. (22.5 cm),"Sansbury-Mills Fund, 1971",Made in,,,China,,,http://www.metmuseum.org/art/collection/search/3188,https://www.wikidata.org/wiki/Q116370648,,"Metropolitan Museum of Art, New York, NY",Men|Landscapes,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300132294,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q191163,,,,,,,,,,,,,,,,
60.111.55,TRUE,3323,The American Wing,1960,Dish,Dish,"Chinese, for American market",,,,,,,,,,,,,,,ca. 1860–66,1860,1866,Porcelain,9 13/16 x 9 13/16 in. (24.9 x 24.9 cm),"Gift of Elizabeth Hazard and Marion H. McVitty, in memory of their mother, Mrs. Lauriston H. Hazard, 1960",Made in,,,China,,,http://www.metmuseum.org/art/collection/search/3323,https://www.wikidata.org/wiki/Q116370541,,"Metropolitan Museum of Art, New York, NY",Birds|Flowers,http://vocab.getty.edu/page/aat/300266506|http://vocab.getty.edu/page/aat/300132399,https://www.wikidata.org/wiki/Q5113|https://www.wikidata.org/wiki/Q506,,,,,,,,,,,,,,,,
60.111.56,TRUE,3324,The American Wing,1960,Dish,Dish,"Chinese, for American market",,,,,,,,,,,,,,,ca. 1860–66,1860,1866,Porcelain,H. 2 1/2 in. (6.4 cm); Diam. 10 1/16 in. (25.6 cm),"Gift of Elizabeth Hazard and Marion H. McVitty, in memory of their mother, Mrs. Lauriston H. Hazard, 1960",Made in,,,China,,,http://www.metmuseum.org/art/collection/search/3324,https://www.wikidata.org/wiki/Q116370543,,"Metropolitan Museum of Art, New York, NY",Birds|Flowers,http://vocab.getty.edu/page/aat/300266506|http://vocab.getty.edu/page/aat/300132399,https://www.wikidata.org/wiki/Q5113|https://www.wikidata.org/wiki/Q506,,,,,,,,,,,,,,,,
42.149.38,TRUE,3326,The American Wing,1942,Dish,Dish,Chinese,,,,,,,,,,,,,,,1800–1815,1800,1815,Porcelain,Diam. 7 1/2 in. (19.1 cm),"Gift of Mrs. J. Insley Blair, 1942",Made in,,,China,,,http://www.metmuseum.org/art/collection/search/3326,https://www.wikidata.org/wiki/Q116370540,,"Metropolitan Museum of Art, New York, NY",Eagles,http://vocab.getty.edu/page/aat/300250049,https://www.wikidata.org/wiki/Q2092297,,,,,,,,,,,,,,,,
60.111.53,TRUE,3333,The American Wing,1960,Dish,Dish,"Chinese, for American market",,,,,,,,,,,,,,,ca. 1860–66,1860,1866,Porcelain,9 1/4 x 10 13/16 in. (23.5 x 27.5 cm),"Gift of Elizabeth Hazard and Marion H. McVitty, in memory of their mother, Mrs. Lauriston H. Hazard, 1960",Made in,,,China,,,http://www.metmuseum.org/art/collection/search/3333,https://www.wikidata.org/wiki/Q116370514,,"Metropolitan Museum of Art, New York, NY",Birds|Flowers,http://vocab.getty.edu/page/aat/300266506|http://vocab.getty.edu/page/aat/300132399,https://www.wikidata.org/wiki/Q5113|https://www.wikidata.org/wiki/Q506,,,,,,,,,,,,,,,,
60.111.54,TRUE,3334,The American Wing,1960,Dish,Dish,"Chinese, for American market",,,,,,,,,,,,,,,ca. 1860–66,1860,1866,Porcelain,9 15/16 x 10 3/4 in. (25.2 x 27.3 cm),"Gift of Elizabeth Hazard and Marion H. McVitty, in memory of their mother, Mrs. Lauriston H. Hazard, 1960",Made in,,,China,,,http://www.metmuseum.org/art/collection/search/3334,https://www.wikidata.org/wiki/Q116370530,,"Metropolitan Museum of Art, New York, NY",Birds|Butterflies|Flowers,http://vocab.getty.edu/page/aat/300266506|http://vocab.getty.edu/page/aat/300417320|http://vocab.getty.edu/page/aat/300132399,https://www.wikidata.org/wiki/Q5113|https://www.wikidata.org/wiki/Q11946202|https://www.wikidata.org/wiki/Q506,,,,,,,,,,,,,,,,
60.111.58,TRUE,3339,The American Wing,1960,Dish,Dish,"Chinese, for American market",,,,,,,,,,,,,,,ca. 1860–66,1860,1866,Porcelain,Diam. 7 3/8 in. (18.7 cm),"Gift of Elizabeth Hazard and Marion H. McVitty, in memory of their mother, Mrs. Lauriston H. Hazard, 1960",Made in,,,China,,,http://www.metmuseum.org/art/collection/search/3339,https://www.wikidata.org/wiki/Q116370519,,"Metropolitan Museum of Art, New York, NY",Flowers|Birds|Butterflies,http://vocab.getty.edu/page/aat/300132399|http://vocab.getty.edu/page/aat/300266506|http://vocab.getty.edu/page/aat/300417320,https://www.wikidata.org/wiki/Q506|https://www.wikidata.org/wiki/Q5113|https://www.wikidata.org/wiki/Q11946202,,,,,,,,,,,,,,,,
42.149.39,TRUE,3343,The American Wing,1942,Dish,Dish,Chinese,,,,,,,,,,,,,,,1800–1815,1800,1815,Porcelain,Diam 8 in. (20.3 cm),"Gift of Mrs. J. Insley Blair, 1942",Made in,,,China,,,http://www.metmuseum.org/art/collection/search/3343,https://www.wikidata.org/wiki/Q116370531,,"Metropolitan Museum of Art, New York, NY",Eagles,http://vocab.getty.edu/page/aat/300250049,https://www.wikidata.org/wiki/Q2092297,,,,,,,,,,,,,,,,
41.32a–o,TRUE,3415,The American Wing,1941,Dressing Glass,Dressing Glass,"Chinese, for American market",,,,,,,,,,,,,,,1790–1800,1790,1800,Lacquered wood,32 1/4 x 16 x 11 in. (81.9 x 40.6 x 27.9 cm),"Rogers Fund, 1941",Made in,,,China,,,http://www.metmuseum.org/art/collection/search/3415,https://www.wikidata.org/wiki/Q116370459,,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,
35.49.2,TRUE,3558,The American Wing,1935,Ewer,Ewer,Chinese,,,,,,,,,,,,,,,1800–1810,1800,1810,Porcelain,H. 10 1/2 in. (26.7 cm),"Rogers Fund, 1935",Made in,,,China,,,http://www.metmuseum.org/art/collection/search/3558,https://www.wikidata.org/wiki/Q116370360,,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,
32.134.1,TRUE,3583,The American Wing,1932,Fan,Fan,"Chinese, for American market",,,,,,,,,,,,,,,ca. 1800–1810,1797,1810,Carved and pierced ivory,10 1/8 x 16 7/8 in. (25.7 x 42.9 cm),"Gift of Mrs. Morgan Grinnell, 1932",Made in,,,China,,,http://www.metmuseum.org/art/collection/search/3583,https://www.wikidata.org/wiki/Q116391865,,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,
"53.133.1a, b",TRUE,3686,The American Wing,1953,Platter and rack,Platter and Rack,Chinese,,,,,,,,,,,,,,,1800–1830,1800,1830,Porcelain,2 1/2 x 13 7/8 x 16 13/16 in. (6.4 x 35.2 x 42.7 cm),"Gift of Mary P. Hayden, 1953",Made in,,,China,,,http://www.metmuseum.org/art/collection/search/3686,https://www.wikidata.org/wiki/Q116370268,,"Metropolitan Museum of Art, New York, NY",Landscapes,http://vocab.getty.edu/page/aat/300132294,https://www.wikidata.org/wiki/Q191163,,,,,,,,,,,,,,,,
50.145.371,TRUE,3761,The American Wing,1950,Flower pot,Flower Pot,Chinese,,,,,,,,,,,,,,,1770–1800,1770,1800,Porcelain,3 3/4 x 4 1/2 x 4 1/2 in. (9.5 x 11.4 x 11.4 cm),"Bequest of Mary Stillman Harkness, 1950",Made in,,,China,,,http://www.metmuseum.org/art/collection/search/3761,https://www.wikidata.org/wiki/Q116370176,,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,
50.145.372,TRUE,3762,The American Wing,1950,Flower pot,Flower Pot,Chinese,,,,,,,,,,,,,,,1770–1800,1770,1800,Porcelain,3 3/4 x 4 1/2 x 4 1/2 in. (9.5 x 11.4 x 11.4 cm),"Bequest of Mary Stillman Harkness, 1950",Made in,,,China,,,http://www.metmuseum.org/art/collection/search/3762,https://www.wikidata.org/wiki/Q116370178,,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,
53.133.4,TRUE,4401,The American Wing,1953,Hot water plate,Hot Water Plate,Chinese,,,,,,,,,,,,,,,1800–1830,1800,1830,Porcelain,2 x 10 1/8 in. (5.1 x 25.7 cm),"Gift of Mary P. Hayden, 1953",Made in,,,China,,,http://www.metmuseum.org/art/collection/search/4401,https://www.wikidata.org/wiki/Q116367213,,"Metropolitan Museum of Art, New York, NY",Bridges|Landscapes|Boats,http://vocab.getty.edu/page/aat/300386855|http://vocab.getty.edu/page/aat/300132294|http://vocab.getty.edu/page/aat/300178749,https://www.wikidata.org/wiki/Q12280|https://www.wikidata.org/wiki/Q191163|https://www.wikidata.org/wiki/Q35872,,,,,,,,,,,,,,,,
53.133.5,TRUE,4402,The American Wing,1953,Hot water plate,Hot Water Plate,Chinese,,,,,,,,,,,,,,,1800–1830,1800,1830,Porcelain,2 x 10 3/16 in. (5.1 x 25.9 cm),"Gift of Mary P. Hayden, 1953",Made in,,,China,,,http://www.metmuseum.org/art/collection/search/4402,https://www.wikidata.org/wiki/Q116367211,,"Metropolitan Museum of Art, New York, NY",Landscapes,http://vocab.getty.edu/page/aat/300132294,https://www.wikidata.org/wiki/Q191163,,,,,,,,,,,,,,,,
53.133.6,TRUE,4403,The American Wing,1953,Hot water plate,Hot Water Plate,Chinese,,,,,,,,,,,,,,,1800–1830,1800,1830,Porcelain,2 x 10 3/16 in. (5.1 x 25.9 cm),"Gift of Mary P. Hayden, 1953",Made in,,,China,,,http://www.metmuseum.org/art/collection/search/4403,https://www.wikidata.org/wiki/Q116367199,,"Metropolitan Museum of Art, New York, NY",Landscapes|Boats,http://vocab.getty.edu/page/aat/300132294|http://vocab.getty.edu/page/aat/300178749,https://www.wikidata.org/wiki/Q191163|https://www.wikidata.org/wiki/Q35872,,,,,,,,,,,,,,,,
53.133.7,TRUE,4404,The American Wing,1953,Hot water plate,Hot Water Plate,Chinese,,,,,,,,,,,,,,,1800–1830,1800,1830,Porcelain,2 x 10 1/16 in. (5.1 x 25.6 cm),"Gift of Mary P. Hayden, 1953",Made in,,,China,,,http://www.metmuseum.org/art/collection/search/4404,https://www.wikidata.org/wiki/Q116367180,,"Metropolitan Museum of Art, New York, NY",Landscapes|Boats,http://vocab.getty.edu/page/aat/300132294|http://vocab.getty.edu/page/aat/300178749,https://www.wikidata.org/wiki/Q191163|https://www.wikidata.org/wiki/Q35872,,,,,,,,,,,,,,,,
53.133.8,TRUE,4405,The American Wing,1953,Hot water plate,Hot Water Plate,Chinese,,,,,,,,,,,,,,,1800–1830,1800,1830,Porcelain,2 x 10 1/8 in. (5.1 x 25.7 cm),"Gift of Mary P. Hayden, 1953",Made in,,,China,,,http://www.metmuseum.org/art/collection/search/4405,https://www.wikidata.org/wiki/Q116367207,,"Metropolitan Museum of Art, New York, NY",Landscapes|Boats,http://vocab.getty.edu/page/aat/300132294|http://vocab.getty.edu/page/aat/300178749,https://www.wikidata.org/wiki/Q191163|https://www.wikidata.org/wiki/Q35872,,,,,,,,,,,,,,,,
53.133.9,TRUE,4406,The American Wing,1953,Hot water plate,Hot Water Plate,Chinese,,,,,,,,,,,,,,,1800–1830,1800,1830,Porcelain,2 x 10 1/4 in. (5.1 x 26 cm),"Gift of Mary P. Hayden, 1953",Made in,,,China,,,http://www.metmuseum.org/art/collection/search/4406,https://www.wikidata.org/wiki/Q116367190,,"Metropolitan Museum of Art, New York, NY",Landscapes|Boats,http://vocab.getty.edu/page/aat/300132294|http://vocab.getty.edu/page/aat/300178749,https://www.wikidata.org/wiki/Q191163|https://www.wikidata.org/wiki/Q35872,,,,,,,,,,,,,,,,
55.111.16,TRUE,4515,The American Wing,1955,Jardiniere,Jardiniere,Chinese,,,,,,,,,,,,,,,1700–1800,1700,1800,Porcelain,H. 6 1/2 in. (16.5 cm),"Bequest of Helen Winslow Durkee Mileham, 1954",Made in,,,China,,,http://www.metmuseum.org/art/collection/search/4515,https://www.wikidata.org/wiki/Q116366703,,"Metropolitan Museum of Art, New York, NY",Flowers,http://vocab.getty.edu/page/aat/300132399,https://www.wikidata.org/wiki/Q506,,,,,,,,,,,,,,,,
55.111.17,TRUE,4516,The American Wing,1955,Jardiniere,Jardiniere,Chinese,,,,,,,,,,,,,,,1700–1800,1700,1800,Porcelain,H. 6 3/8 in. (16.2 cm),"Bequest of Helen Winslow Durkee Mileham, 1954",Made in,,,China,,,http://www.metmuseum.org/art/collection/search/4516,https://www.wikidata.org/wiki/Q116366696,,"Metropolitan Museum of Art, New York, NY",Flowers,http://vocab.getty.edu/page/aat/300132399,https://www.wikidata.org/wiki/Q506,,,,,,,,,,,,,,,,
"55.111.14a, b",TRUE,4523,The American Wing,1955,Jardiniere,Jardiniere,Chinese,,,,,,,,,,,,,,,1700–1800,1700,1800,"Porcelain, teak",H. 11 in. (27.9 cm) (without stand),"Bequest of Helen Winslow Durkee Mileham, 1954",Made in,,,China,,,http://www.metmuseum.org/art/collection/search/4523,https://www.wikidata.org/wiki/Q116366694,,"Metropolitan Museum of Art, New York, NY",Men,http://vocab.getty.edu/page/aat/300025928,https://www.wikidata.org/wiki/Q8441,,,,,,,,,,,,,,,,
"55.111.15a, b",TRUE,4524,The American Wing,1955,Jardiniere,Jardiniere,Chinese,,,,,,,,,,,,,,,1700–1800,1700,1800,"Porcelain, teak",H. 11 in. (27.9 cm) (without stand),"Bequest of Helen Winslow Durkee Mileham, 1954",Made in,,,China,,,http://www.metmuseum.org/art/collection/search/4524,https://www.wikidata.org/wiki/Q116366695,,"Metropolitan Museum of Art, New York, NY",Men|Women,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q467,,,,,,,,,,,,,,,,
54.87.6,TRUE,5002,The American Wing,1954,Meat platter,Meat Platter,Chinese,,,,,,,,,,,,,,,1800–1830,1800,1830,Porcelain,2 11/16 x 14 3/4 x 18 3/4 in. (6.8 x 37.5 x 47.6 cm),"Gift of Mrs. W. Murray Crane, 1954",Made in,,,China,,,http://www.metmuseum.org/art/collection/search/5002,https://www.wikidata.org/wiki/Q116365876,,"Metropolitan Museum of Art, New York, NY",Landscapes,http://vocab.getty.edu/page/aat/300132294,https://www.wikidata.org/wiki/Q191163,,,,,,,,,,,,,,,,
54.87.33,TRUE,5310,The American Wing,1954,Mug,Mug,Chinese,,,,,,,,,,,,,,,1800–1810,1800,1810,Porcelain,H. 5 9/16 in. (14.1 cm),"Gift of Mrs. W. Murray Crane, 1954",Made in,,,China,,,http://www.metmuseum.org/art/collection/search/5310,,,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,
60.111.31,TRUE,5379,The American Wing,1960,Mug,Mug,"Chinese, for American market",,,,,,,,,,,,,,,ca. 1800,1797,1800,Porcelain,H. 4 7/8 in. (12.4 cm),"Gift of Elizabeth Hazard and Marion H. McVitty, in memory of their mother, Mrs. Lauriston H. Hazard, 1960",Made in,,,China,,,http://www.metmuseum.org/art/collection/search/5379,https://www.wikidata.org/wiki/Q116365662,,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,
55.11,TRUE,6085,The American Wing,1955,Plate,Plate,Chinese for export,,,,,,,,,,,,,,,ca. 1800–1810,1797,1810,Porcelain,Diam. 9 3/4 in. (24.8 cm),"Gift of Winfield Foundation, 1955",Made in,,,China,,,http://www.metmuseum.org/art/collection/search/6085,https://www.wikidata.org/wiki/Q116352148,,"Metropolitan Museum of Art, New York, NY",Eagles,http://vocab.getty.edu/page/aat/300250049,https://www.wikidata.org/wiki/Q2092297,,,,,,,,,,,,,,,,
56.68,TRUE,6086,The American Wing,1956,Plate,Plate,"Chinese, for American market",,,,,,,,,,,,,,,1700–1800,1700,1800,Porcelain,Diam. 6 1/4 in. (15.9 cm),"Gift of Ginsburg and Levy Inc., 1956",Made in,,,China,,,http://www.metmuseum.org/art/collection/search/6086,https://www.wikidata.org/wiki/Q116352169,,"Metropolitan Museum of Art, New York, NY",Coat of Arms,http://vocab.getty.edu/page/aat/300126352,https://www.wikidata.org/wiki/Q14659,,,,,,,,,,,,,,,,
60.111.82,TRUE,6327,The American Wing,1960,Plate,Plate,"Chinese, for American market",,,,,,,,,,,,,,,ca. 1860–66,1860,1866,Porcelain,Diam. 9 1/2 in. (24.1 cm),"Gift of Elizabeth Hazard and Marion H. McVitty, in memory of their mother, Mrs. Lauriston H. Hazard, 1960",Made in,,,China,,,http://www.metmuseum.org/art/collection/search/6327,https://www.wikidata.org/wiki/Q116363879,,"Metropolitan Museum of Art, New York, NY",Birds|Butterflies|Flowers,http://vocab.getty.edu/page/aat/300266506|http://vocab.getty.edu/page/aat/300417320|http://vocab.getty.edu/page/aat/300132399,https://www.wikidata.org/wiki/Q5113|https://www.wikidata.org/wiki/Q11946202|https://www.wikidata.org/wiki/Q506,,,,,,,,,,,,,,,,
60.111.85,TRUE,6330,The American Wing,1960,Plate,Plate,"Chinese, for American market",,,,,,,,,,,,,,,ca. 1860–66,1860,1866,Porcelain,Diam. 9 1/2 in. (24.1 cm),"Gift of Elizabeth Hazard and Marion H. McVitty, in memory of their mother, Mrs. Lauriston H. Hazard, 1960",Made in,,,China,,,http://www.metmuseum.org/art/collection/search/6330,https://www.wikidata.org/wiki/Q116363863,,"Metropolitan Museum of Art, New York, NY",Birds|Butterflies|Flowers,http://vocab.getty.edu/page/aat/300266506|http://vocab.getty.edu/page/aat/300417320|http://vocab.getty.edu/page/aat/300132399,https://www.wikidata.org/wiki/Q5113|https://www.wikidata.org/wiki/Q11946202|https://www.wikidata.org/wiki/Q506,,,,,,,,,,,,,,,,
60.111.118,TRUE,6340,The American Wing,1960,Plate,Plate,"Chinese, for American market",,,,,,,,,,,,,,,ca. 1860–66,1860,1866,Porcelain,Diam. 8 in. (20.3 cm),"Gift of Elizabeth Hazard and Marion H. McVitty, in memory of their mother, Mrs. Lauriston H. Hazard, 1960",Made in,,,China,,,http://www.metmuseum.org/art/collection/search/6340,,,"Metropolitan Museum of Art, New York, NY",Butterflies|Birds,http://vocab.getty.edu/page/aat/300417320|http://vocab.getty.edu/page/aat/300266506,https://www.wikidata.org/wiki/Q11946202|https://www.wikidata.org/wiki/Q5113,,,,,,,,,,,,,,,,
60.111.133,TRUE,6355,The American Wing,1960,Plate,Plate,"Chinese, for American market",,,,,,,,,,,,,,,ca. 1860–66,1860,1866,Porcelain,Diam. 8 in. (20.3 cm),"Gift of Elizabeth Hazard and Marion H. McVitty, in memory of their mother, Mrs. Lauriston H. Hazard, 1960",Made in,,,China,,,http://www.metmuseum.org/art/collection/search/6355,https://www.wikidata.org/wiki/Q116363861,,"Metropolitan Museum of Art, New York, NY",Birds|Flowers,http://vocab.getty.edu/page/aat/300266506|http://vocab.getty.edu/page/aat/300132399,https://www.wikidata.org/wiki/Q5113|https://www.wikidata.org/wiki/Q506,,,,,,,,,,,,,,,,
54.87.19,TRUE,6451,The American Wing,1954,Plate,Plate,Chinese,,,,,,,,,,,,,,,1800–1830,1800,1830,Porcelain,Diam. 9 11/16 in. (24.6 cm),"Gift of Mrs. W. Murray Crane, 1954",Made in,,,China,,,http://www.metmuseum.org/art/collection/search/6451,https://www.wikidata.org/wiki/Q116363029,,"Metropolitan Museum of Art, New York, NY",Landscapes,http://vocab.getty.edu/page/aat/300132294,https://www.wikidata.org/wiki/Q191163,,,,,,,,,,,,,,,,
54.87.20,TRUE,6452,The American Wing,1954,Plate,Plate,Chinese,,,,,,,,,,,,,,,1800–1830,1800,1830,Porcelain,Diam. 9 13/16 in. (24.9 cm),"Gift of Mrs. W. Murray Crane, 1954",Made in,,,China,,,http://www.metmuseum.org/art/collection/search/6452,https://www.wikidata.org/wiki/Q116363018,,"Metropolitan Museum of Art, New York, NY",Landscapes,http://vocab.getty.edu/page/aat/300132294,https://www.wikidata.org/wiki/Q191163,,,,,,,,,,,,,,,,
54.87.21,TRUE,6453,The American Wing,1954,Plate,Plate,Chinese,,,,,,,,,,,,,,,1800–1830,1800,1830,Porcelain,Diam 9 3/4 in. (24.8 cm),"Gift of Mrs. W. Murray Crane, 1954",Made in,,,China,,,http://www.metmuseum.org/art/collection/search/6453,https://www.wikidata.org/wiki/Q116363076,,"Metropolitan Museum of Art, New York, NY",Landscapes,http://vocab.getty.edu/page/aat/300132294,https://www.wikidata.org/wiki/Q191163,,,,,,,,,,,,,,,,
